edrpou,month,budget_limit,packet
04002368,11,83927.55,3
05111510,11,93525.68,3
00991187,11,832876.47,3
01002157,11,358332.38,3
04002854,11,723644.82,3
35336187,11,301669.21,3
36999431,11,294218.57,3
09002636,11,1402968.24,3
01002351,11,426627.41,3
01002027,11,606807.5,3
01991092,11,161834.48,3
02002907,11,306791.74,3
33209197,11,1455182.77,3
05991034,11,372010.47,3
07891736,11,221897.78,3
04991993,11,56572.06,3
09002140,11,165094.07,3
07991944,11,2803295.55,3
00002327,11,282838.54,3
08991062,11,190258.54,3
04845011,11,212166.55,3
07935856,11,691067.84,3
01991641,11,332195.13,3
02991233,11,1749564.17,3
23670011,11,214523.13,3
22931589,11,245891.3,3
02002245,11,553360.14,3
04021942,11,514048.07,3
02002358,11,420027.47,3
34753282,11,1595662.87,3
01991544,11,1506903.43,3
02002558,11,501580.04,3
08991547,11,364302.98,3
01991037,11,8588607.15,3
08883714,11,77571.19,3
02991330,11,352209.84,3
03991495,11,76745.15,3
01991328,11,1352533.25,3
09991053,11,166788.18,3
09991128,11,1214360.25,3
26475218,11,148673.26,3
04991486,11,330137.93,3
00991628,11,167299.19,3
04002540,11,185568.43,3
07991421,11,765909.31,3
01002966,11,1131916.45,3
02891942,11,310067.04,3
01891376,11,245530.82,3
08002440,11,278224.78,3
00991370,11,412121.03,3
08991536,11,463597.45,3
03991678,11,582474.43,3
03002009,11,541342.5,3
05772144,11,7412541.55,3
05945630,11,176002.79,3
01945622,11,1434564.26,3
03002203,11,229790.84,3
10824609,11,912841.62,3
02991773,11,228429.61,3
07945786,11,5074085.76,3
05991294,11,187316.62,3
09991064,11,583820.48,3
07772051,11,526773.06,3
06991792,11,293605.13,3
04002853,11,822784.46,3
05891463,11,527279.74,3
05891829,11,3657500.6,3
03891362,11,1148259.98,3
09002658,11,857555.05,3
06991252,11,146990.02,3
01891563,11,804464.13,3
07991287,11,469287.21,3
04891212,11,1713515.63,3
03891060,11,2421009.44,3
21940887,11,371456.1,3
06991144,11,234104.66,3
03991526,11,282883.64,3
29670832,11,502746.89,3
24955965,11,2628389.61,3
03891697,11,1420260.11,3
04891935,11,299858.09,3
09991668,11,1383228.86,3
07002762,11,377470.55,3
08891630,11,225383.83,3
00002856,11,578947.18,3
21131627,11,258395.08,3
00891863,11,1070595.23,3
07991395,11,110474.56,3
09891398,11,427394.44,3
01002340,11,118733.36,3
09991225,11,295521.58,3
07891963,11,4348487.87,3
43380754,11,579777.94,3
05991692,11,148646.88,3
06002339,11,200380.13,3
01991835,11,703766.76,3
04991994,11,209183.99,3
07991093,11,456725.54,3
06991393,11,110454.18,3
08991633,11,198293.52,3
25320520,11,525538.93,3
18829023,11,387903.45,3
03002904,11,882593.94,3
07002643,11,215165.38,3
41480140,11,215638.5,3
20042332,11,387328.5,3
05891959,11,574573.46,3
26670050,11,109982.28,3
24670143,11,370365.96,3
00991811,11,95932.39,3
09991419,11,118860.97,3
26421608,11,422781.69,3
08991494,11,173363.43,3
03991196,11,426368.15,3
02002439,11,156276.07,3
04002809,11,320923.29,3
07002956,11,632608.6,3
06002458,11,206220.05,3
39893454,11,583811.86,3
03991019,11,315873.53,3
00991293,11,109903.05,3
00991844,11,546689.42,3
04991292,11,455467.16,3
04991129,11,425159.69,3
02991493,11,515525.09,3
00002554,11,242625.01,3
09991829,11,107325.88,3
01991242,11,240954.12,3
02991826,11,1492886.62,3
31188571,11,331198.34,3
06991889,11,2432058.5,3
02991288,11,240563.78,3
06002145,11,37531.77,3
05991519,11,257627.74,3
00002305,11,72561.81,3
01002944,11,361872.28,3
03991116,11,65831.39,3
01845910,11,135354.66,3
03991592,11,337868.58,3
04991065,11,229625.62,3
20036386,11,477978.64,3
01991533,11,502161.28,3
48290691,11,2434070.74,3
04991852,11,217518.92,3
03991088,11,826242.3,3
32560973,11,468746.17,3
13463380,11,1199558.77,3
03991828,11,239186.72,3
06002112,11,401293.01,3
36649490,11,309033.03,3
26864877,11,615490.26,3
29630964,11,397013.18,3
00991586,11,199056.06,3
08991289,11,134071.1,3
07991016,11,115660.89,3
00991941,11,444740.59,3
08991417,11,134899.26,3
36371336,11,114017.93,3
09954744,11,126759.66,3
47401351,11,798095.9,3
07991686,11,821343.13,3
05055037,11,6167026.42,3
22462380,11,286497.71,3
11804667,11,422657.86,3
04991551,11,352088.42,3
08002731,11,362226.94,3
44511115,11,155770.2,3
49131788,11,1022247.98,3
02002483,11,2014676.11,3
02891036,11,270388.52,3
05991033,11,1977276.34,3
01002005,11,58508.91,3
09002852,11,187764.84,3
48571382,11,333890.75,3
06991091,11,8194900.69,3
43741778,11,488219.59,3
25862991,11,764350.34,3
48371060,11,177410.09,3
09002938,11,245502.25,3
08991849,11,239007.89,3
41132508,11,125361.7,3
02002450,11,204696.75,3
20670135,11,157517.19,3
40852781,11,372940.66,3
08945486,11,696767.93,3
46342657,11,434984.12,3
47712705,11,688603.13,3
21094772,11,156137.97,3
47852826,11,1021101.59,3
41591159,11,231676.0,3
44372892,11,30693.97,3
35134756,11,1428200.97,3
47952341,11,610368.13,3
35477979,11,1462126.79,3
05991508,11,2413323.43,3
30977835,11,478213.79,3
02991604,11,1198975.26,3
47772192,11,133974.27,3
44872186,11,2238799.85,3
46872391,11,2051422.15,3
07002222,11,1036729.78,3
07002940,11,291911.1,3
41042699,11,294911.4,3
47792244,11,311826.41,3
06991285,11,7767015.46,3
07991728,11,640194.37,3
28752892,11,91682.05,3
03891836,11,872798.68,3
00002241,11,3064523.62,3
43223017,11,1146656.06,3
45362213,11,775679.36,3
43813581,11,607408.82,3
08991789,11,299561.47,3
07445264,11,427084.55,3
02445664,11,449602.33,3
03445364,11,616389.05,3
08772344,11,18794.95,3
09445464,11,340591.14,3
06002250,11,427573.82,3
04991733,11,225110.19,3
06991823,11,187639.56,3
07991825,11,514227.08,3
40823977,11,51633.75,3
08045516,11,1240495.96,3
04991226,11,638395.63,3
41823286,11,5138870.46,3
01991943,11,616283.49,3
48433827,11,3109206.43,3
48333049,11,147842.29,3
40433738,11,758937.32,3
40952863,11,1709820.53,3
48253026,11,502849.55,3
01991249,11,1839400.74,3
09991549,11,1988965.93,3
03991850,11,787238.45,3
01991749,11,128066.39,3
02991449,11,5866665.25,3
02111310,11,272880.06,3
00991251,11,424115.37,3
04111508,11,207148.11,3
02111709,11,587589.54,3
04991647,11,579713.34,3
07111309,11,0.0,3
49910497,11,470785.07,3
06991845,11,1337485.49,3
00991952,11,331389.63,3
05891851,11,51219.76,3
03991398,11,285682.99,3
04954324,11,2642076.48,3
08991007,11,659509.66,3
08891577,11,154690.22,3
01991782,11,289878.36,3
06333281,11,1577539.25,3
01810150,11,59879.44,3
07945387,11,1270113.32,3
01991383,11,78483.16,3
02891074,11,488924.67,3
05991045,11,188939.93,3
02991319,11,3648.06,3
07002396,11,53004.76,3
01991189,11,150958.74,3
09991452,11,200127.53,3
41702685,11,397102.46,3
42123185,11,290011.59,3
06212749,11,1128490.31,3
41201553,12,138282.52,3
09991042,12,143511.65,3
03991052,12,290520.16,3
07991750,12,245014.34,3
07991146,12,594315.06,3
09991646,12,3113009.95,3
45842897,12,957598.93,3
08810250,12,815925.56,3
08991051,12,323207.28,3
04991528,12,196005.31,3
00991888,12,380721.53,3
29991426,12,2037426.26,3
00945867,12,592140.13,3
25865503,12,4290157.48,3
05002855,12,3695991.35,3
05845444,12,455330.0,3
09891427,12,4216889.14,3
01145459,12,1083814.96,3
02891025,12,1273181.18,3
00891722,12,99063.22,3
08891317,12,6388915.29,3
06945471,12,2467801.48,3
04891924,12,579544.91,3
35120521,12,1557521.1,3
06991737,12,2204983.87,3
36454393,12,945502.8,3
09002561,12,28933.91,3
28943942,12,466132.3,3
14324732,12,5602649.81,3
15963679,12,3607761.82,3
05002564,12,338898.17,3
00945448,12,846668.93,3
05772241,12,789862.52,3
05991940,12,12494459.73,3
29865306,12,4861389.39,3
04891525,12,1001038.73,3
03002463,12,172038.04,3
25865902,12,3002474.55,3
22941506,12,193681.26,3
01991339,12,2157459.78,3
02991438,12,881445.52,3
08991472,12,957726.52,3
07002449,12,923918.23,3
09991538,12,554303.41,3
24916790,12,747383.3,3
01845641,12,3435050.78,3
25365975,12,433922.24,3
03891254,12,8528879.14,3
00991337,12,1929411.37,3
27091924,12,663029.21,3
03002549,12,700209.42,3
22055102,12,321487.64,3
09133597,12,798342.94,3
22326083,12,1436280.05,3
06454335,12,3507732.05,3
01991738,12,643814.49,3
00821008,12,279273.94,3
05891225,12,648588.14,3
03991484,12,532299.03,3
01891925,12,697085.07,3
06991188,12,58939.45,3
06945967,12,1210736.41,3
08145559,12,3653644.35,3
06891227,12,262032.72,3
04534906,12,1320073.84,3
06991014,12,6218054.92,3
03002754,12,279138.99,3
00891753,12,3544964.42,3
05991552,12,190628.97,3
02991535,12,193553.21,3
07991351,12,173964.66,3
00891550,12,2822563.36,3
24056881,12,2468842.53,3
09991214,12,110329.73,3
00991434,12,224668.1,3
07891725,12,284295.47,3
00991734,12,307681.65,3
06991997,12,1173183.69,3
05810449,12,3946610.41,3
06991834,12,215599.34,3
05002013,12,1956060.01,3
01102310,12,7858763.72,3
08945338,12,2195408.69,3
06991435,12,769065.84,3
01845932,12,846714.92,3
01891898,12,102084.79,3
04991151,12,194723.85,3
07991534,12,543495.87,3
00991683,12,122192.23,3
04891331,12,520094.28,3
34007321,12,287504.24,3
06002652,12,312888.4,3
04891439,12,614689.92,3
38237744,12,452775.92,3
01891444,12,3549836.38,3
08891297,12,569937.66,3
01002589,12,3080564.68,3
01991491,12,62285.08,3
03891146,12,1638401.04,3
06891346,12,2131433.27,3
09945023,12,45177.5,3
06991263,12,585544.43,3
02002375,12,1857844.77,3
03002798,12,2573920.98,3
01945673,12,1945941.02,3
00991198,12,1340423.94,3
01002404,12,128459.52,3
02002774,12,732493.34,3
06002167,12,5069730.79,3
00002702,12,268537.64,3
27316077,12,744012.39,3
04891115,12,1963468.89,3
38267947,12,1065966.87,3
01845544,12,471106.36,3
04945586,12,2436989.49,3
09991798,12,278730.75,3
08002202,12,595013.06,3
09002949,12,32369.31,3
04002313,12,172027.84,3
01002113,12,3494635.42,3
08991897,12,361565.3,3
02991498,12,647138.69,3
06991507,12,794000.62,3
07891046,12,183195.8,3
04891246,12,2771553.09,3
02891598,12,275076.8,3
04991098,12,733706.39,3
02891726,12,444463.68,3
07002557,12,988987.97,3
00002100,12,4558958.66,3
38109874,12,1306164.91,3
31945024,12,732240.79,3
09772141,12,2690346.93,3
07991099,12,782576.19,3
08002601,12,689880.56,3
05991336,12,618989.5,3
06991111,12,592634.88,3
00891184,12,124853.96,3
00991108,12,507177.08,3
09991399,12,55683.92,3
09603070,12,2085680.41,3
00002153,12,422673.06,3
07002136,12,253891.88,3
03991894,12,88106.73,3
04945930,12,707810.11,3
07991794,12,721123.31,3
03891179,12,215099.01,3
05002001,12,1110513.55,3
09991311,12,232920.89,3
03002161,12,3786203.95,3
02845114,12,519547.87,3
19083820,12,782369.52,3
07821205,12,2636158.1,3
04891558,12,1748645.35,3
02923062,12,463068.39,3
05891926,12,621578.92,3
01991317,12,298995.67,3
00002823,12,375350.69,3
08002764,12,309035.84,3
06945147,12,859263.29,3
08991084,12,622000.4,3
02002007,12,437559.19,3
04891462,12,318478.39,3
06891487,12,318604.71,3
05002672,12,1549872.07,3
24910349,12,53155.52,3
02991191,12,444955.32,3
06002965,12,393977.1,3
03891825,12,177909.88,3
05145412,12,1624412.6,3
11424621,12,1175327.32,3
05002110,12,397979.18,3
04845431,12,608833.48,3
04891137,12,455841.62,3
05891527,12,156865.08,3
00803627,12,3295992.4,3
09991884,12,1219401.48,3
00945287,12,1302552.31,3
00891658,12,1321801.32,3
06891174,12,279129.14,3
00002166,12,682000.24,3
07991911,12,2194382.48,3
08845331,12,451738.36,3
02251291,12,1062571.63,3
05002811,12,1060767.46,3
01002653,12,120895.54,3
03002635,12,5855561.2,3
00891248,12,77752.92,3
06891626,12,766533.33,3
07891273,12,311357.66,3
00002735,12,77570.99,3
06891238,12,353962.61,3
04991087,12,684783.49,3
04891245,12,128447.59,3
26463049,12,2171902.54,3
04772843,12,2037125.2,3
04002465,12,906938.58,3
00002770,12,1681952.45,3
00891429,12,2743580.68,3
08891015,12,459054.66,3
05002660,12,1638072.4,3
01991297,12,1035052.99,3
03002602,12,393160.01,3
04991583,12,311439.9,3
02002805,12,176278.27,3
05991186,12,115639.07,3
08991796,12,139642.91,3
02991385,12,4216970.68,3
09002356,12,2410855.66,3
00991324,12,669850.45,3
00002576,12,122038.92,3
08002407,12,370490.07,3
09991366,12,10532944.79,3
00991606,12,1061694.46,3
17693623,12,36880.84,3
39819431,12,617817.07,3
03891772,12,774927.67,3
23001183,12,1156793.99,3
32583108,12,936731.17,3
06991986,12,476544.91,3
04991896,12,1428954.31,3
07002363,12,64595.37,3
00002263,12,358963.63,3
00945329,12,1259045.96,3
27801041,12,426897.17,3
48300421,12,2179975.09,3
28146886,12,167486.81,3
28646447,12,505618.3,3
03772251,12,279668.28,3
00991996,12,849335.43,3
06845133,12,1246684.73,3
07002912,12,1478740.37,3
01002254,12,209167.24,3
39185247,12,1063349.1,3
04002712,12,931581.28,3
04002066,12,1386772.99,3
01002836,12,1343454.37,3
02991083,12,347865.72,3
07002870,12,121878.06,3
01111815,12,907740.55,3
07991415,12,156927.01,3
08002861,12,120863.95,3
01002265,12,131966.45,3
06002264,12,108817.97,3
09945887,12,1703733.19,3
09991236,12,187808.43,3
07021743,12,190587.97,3
06002954,12,588768.37,3
08991267,12,1336277.26,3
05991541,12,869203.46,3
05002154,12,162955.28,3
02991136,12,917450.25,3
05454829,12,699710.89,3
08991386,12,597666.64,3
03991883,12,2704265.13,3
05002304,12,742276.66,3
07891326,12,371689.58,3
03891426,12,175939.34,3
06002253,12,315317.19,3
09991743,12,345845.01,3
03002106,12,256784.16,3
09772443,12,365266.0,3
08891914,12,387511.8,3
08933888,12,235647.62,3
35174820,12,1088002.93,3
07002654,12,818210.06,3
09845344,12,991731.05,3
07991384,12,246004.12,3
09903282,12,4923528.59,3
06845241,12,325720.02,3
32336515,12,312639.48,3
08991483,12,303464.32,3
00991284,12,204797.46,3
05991596,12,1326538.42,3
00002953,12,224078.7,3
01703778,12,910757.53,3
08991882,12,549910.81,3
08845741,12,322965.6,3
08991104,12,1041832.29,3
08991935,12,112262.23,3
14034977,12,135667.44,3
03002139,12,555904.7,3
04891741,12,973620.74,3
07923136,12,1833621.63,3
07991783,12,117917.8,3
01002675,12,81703.91,3
03002053,12,1255053.81,3
09991106,12,359296.36,3
06891130,12,815403.53,3
23603764,12,356374.4,3
36560781,12,329684.18,3
00891215,12,128912.0,3
07002535,12,9091651.96,3
05002974,12,129735.07,3
08891242,12,728553.34,3
06991684,12,59966.21,3
07002438,12,1609828.79,3
34588560,12,266221.6,3
00002737,12,166622.61,3
07002837,12,1821551.0,3
08891824,12,694962.91,3
08991234,12,520114.42,3
04102801,12,2412910.82,3
05002553,12,400744.24,3
01002071,12,530042.66,3
09891837,12,546516.17,3
09002517,12,104042.69,3
08002903,12,127802.72,3
03002527,12,129795.2,3
01002135,12,852219.72,3
25692643,12,1309857.76,3
04945628,12,342790.94,3
34337660,12,598279.58,3
26571212,12,1633317.06,3
06891421,12,692715.21,3
02991967,12,4212701.39,3
01002803,12,5775582.49,3
02945538,12,2696597.45,3
04891126,12,444092.4,3
01991681,12,1925916.82,3
38378822,12,319241.46,3
30088420,12,626139.65,3
04891536,12,261566.29,3
03991806,12,1238359.39,3
09991183,12,381949.99,3
07002175,12,32749.9,3
04891622,12,835489.54,3
07991102,12,1255118.17,3
28605281,12,231181.29,3
09002874,12,233559.67,3
06891282,12,271327.55,3
01991167,12,10830540.68,3
09991582,12,153165.32,3
06991282,12,340038.34,3
03891675,12,530591.27,3
10283614,12,174603.07,3
05002262,12,82602.15,3
05891895,12,152447.38,3
03891027,12,35790.61,3
03002937,12,1049399.09,3
00002726,12,134707.29,3
28332614,12,1787359.02,3
04991506,12,836391.41,3
08002775,12,185396.38,3
07991481,12,348559.23,3
34355455,12,450056.51,3
09002475,12,268777.68,3
38603553,12,204361.53,3
08002127,12,161651.53,3
36683981,12,468728.84,3
04002302,12,325838.1,3
39341177,12,5006713.2,3
00891625,12,538872.33,3
06002350,12,5801867.59,3
08002839,12,940008.87,3
05002575,12,314753.48,3
04002238,12,134414.13,3
09002054,12,327109.05,3
22670111,12,855451.79,3
04002962,12,352284.33,3
05991682,12,168159.86,3
05991089,12,431276.96,3
08991688,12,163084.46,3
00891594,12,262727.48,3
05002703,12,73178.41,3
06991208,12,1737001.15,3
00891096,12,103533.18,3
09002744,12,580476.9,3
04002831,12,124122.18,3
31026556,12,859410.72,3
05991476,12,2168488.81,3
00891614,12,162051.62,3
07002826,12,123830.76,3
05991907,12,771137.71,3
37747685,12,1320064.33,3
07111212,12,3030185.17,3
04935257,12,584759.32,3
01584903,12,429310.69,3
00055966,12,97611.22,3
08002365,12,21288.53,3
09002453,12,377281.32,3
00155894,12,2894334.27,3
04991982,12,240688.23,3
00002929,12,290845.49,3
24670942,12,546587.22,3
06845909,12,1769114.2,3
03002840,12,860492.83,3
09933890,12,976799.19,3
05991843,12,614345.04,3
07891714,12,1281298.62,3
05002930,12,735243.34,3
08891026,12,197166.9,3
01111211,12,422356.15,3
04891138,12,1449718.8,3
03111312,12,105376.01,3
08002041,12,725797.14,3
07111719,12,959864.62,3
04002746,12,1363007.48,3
03002075,12,52323.52,3
04002033,12,1136728.09,3
07002103,12,835178.05,3
01891995,12,313185.05,3
03002064,12,353932.09,3
01991716,12,718866.45,3
09002863,12,397572.94,3
08991342,12,1265227.1,3
09002528,12,521887.25,3
01891530,12,446625.17,3
09891826,12,199688.99,3
31104690,12,643892.92,3
07002405,12,706725.77,3
03891631,12,5543306.2,3
02002353,12,187047.67,3
03002926,12,199068.53,3
06991066,12,197734.75,3
03891589,12,199770.32,3
01002761,12,504856.27,3
09991701,12,255633.78,3
05991735,12,536296.55,3
41630554,12,27476.75,3
03991429,12,240000.15,3
06891831,12,359637.34,3
06002447,12,887326.19,3
01891929,12,416934.67,3
08891890,12,103851.28,3
02991762,12,476668.21,3
07991972,12,268180.69,3
07991329,12,137583.0,3
02891122,12,1392829.07,3
04002745,12,149672.81,3
02991266,12,1139863.54,3
07002028,12,62812.32,3
06002608,12,130588.79,3
01835755,12,877569.44,3
06891928,12,612727.26,3
03991817,12,351363.67,3
04991841,12,195471.99,3
04002227,12,229238.45,3
09002065,12,132522.79,3
37986379,12,412215.54,3
20884205,12,586255.25,3
09002043,12,404919.0,3
20932182,12,223580.21,3
07002698,12,4219123.96,3
01002362,12,229243.21,3
09002239,12,427668.07,3
08002753,12,321984.66,3
02991341,12,1178131.64,3
06002998,12,1347555.47,3
08111915,12,434175.41,3
08991115,12,387510.45,3
25916715,12,1080989.98,3
02002267,12,312850.47,3
01991619,12,341655.9,3
03891761,12,238021.28,3
03991376,12,331643.32,3
36727114,12,844348.93,3
02991718,12,279675.29,3
08991946,12,445869.45,3
00002543,12,488782.24,3
06002142,12,835806.5,3
05002165,12,56875.71,3
09991818,12,413827.6,3
42740158,12,346218.39,3
13829822,12,802655.95,3
01991081,12,227771.89,3
00002748,12,444036.07,3
02991396,12,460226.44,3
02891737,12,516782.32,3
00991520,12,1349328.55,3
05002240,12,572336.36,3
00002144,12,454869.57,3
07891229,12,321280.26,3
04445064,12,51331.79,3
09891535,12,230267.18,3
20906389,12,163818.45,3
09991595,12,470473.43,3
08991137,12,436727.01,3
05002002,12,1664675.45,3
04002303,12,49629.62,3
02991751,12,54645.86,3
06935768,12,2728328.49,3
04891797,12,145059.47,3
01891325,12,237386.57,3
03991451,12,252810.61,3
00991694,12,255032.19,3
07891370,12,1592959.38,3
06891465,12,966778.06,3
09991044,12,319991.39,3
05002800,12,3153476.8,3
04891029,12,204217.38,3
06991715,12,275804.99,3
00891237,12,138749.05,3
00055836,12,116339.24,3
05991887,12,184870.57,3
30709421,12,304575.49,3
06991532,12,1662393.51,3
37920804,12,563907.25,3
09991516,12,199594.74,3
05891128,12,726047.62,3
04002044,12,303112.84,3
01991674,12,691544.01,3
05002941,12,571071.16,3
02002741,12,218106.45,3
30954322,12,535258.32,3
03891329,12,59349.67,3
04991808,12,686295.75,3
01111423,12,261731.31,3
22560120,12,703884.17,3
02002148,12,1926552.99,3
00991218,12,981373.39,3
08991406,12,1875191.56,3
24746691,12,235977.77,3
05991120,12,826628.67,3
06002242,12,302455.5,3
08891696,12,161813.97,3
03991529,12,361569.68,3
21775217,12,169836.39,3
09002841,12,546658.01,3
05002057,12,401859.95,3
05002758,12,692107.16,3
05991142,12,208858.76,3
00891691,12,461101.43,3
02991590,12,3105850.56,3
05991466,12,1199217.58,3
01991588,12,310834.22,3
04002346,12,60292.7,3
02991729,12,276005.03,3
09991441,12,370845.08,3
09002506,12,581654.01,3
04991517,12,183221.05,3
00991714,12,1727129.38,3
08991666,12,903423.89,3
02111224,12,139548.31,3
08991192,12,852948.17,3
06002037,12,3205745.82,3
06991296,12,1020725.4,3
14793124,12,399219.64,3
04991195,12,358192.87,3
00845930,12,2863041.49,3
20294505,12,286980.74,3
08991893,12,1082789.42,3
04991389,12,125735.86,3
00002640,12,430494.41,3
02991244,12,204263.94,3
09991992,12,452075.05,3
05002542,12,1054494.97,3
25550919,12,1537161.35,3
06991241,12,334568.24,3
05991380,12,447085.87,3
09991928,12,76597.99,3
38216612,12,230728.78,3
00891129,12,269739.73,3
38638174,12,91685.05,3
06945191,12,142767.46,3
00021643,12,364866.72,3
02991094,12,645694.4,3
06891637,12,355103.96,3
27535366,12,596746.88,3
04933675,12,1008208.57,3
07002147,12,5396562.08,3
06002048,12,1619268.78,3
08991029,12,231993.76,3
01002739,12,580690.73,3
00002843,12,195962.54,3
13183057,12,1125386.55,3
07891079,12,136699.81,3
21670935,12,394727.66,3
05991488,12,298792.22,3
09002248,12,424890.2,3
02002417,12,83248.99,3
09991915,12,238549.69,3
00991531,12,6249689.41,3
06991025,12,1734698.11,3
08991622,12,1470975.96,3
06991521,12,3376943.57,3
02991687,12,229106.63,3
09991593,12,634489.19,3
04945986,12,4699612.52,3
09891330,12,200468.79,3
04002368,12,86634.89,3
05111510,12,95651.23,3
00991187,12,832876.47,3
01002157,12,317273.43,3
04002854,12,641520.66,3
35336187,12,241591.01,3
36999431,12,317756.09,3
09002636,12,833162.04,3
01002351,12,487875.89,3
01002027,12,407249.13,3
01991092,12,125871.26,3
02002907,12,226441.54,3
33209197,12,1688281.5,3
05991034,12,458729.15,3
07891736,12,293374.44,3
04991993,12,77479.13,3
09002140,12,90801.73,3
07991944,12,1685835.05,3
00002327,12,260284.61,3
08991062,12,322969.75,3
04845011,12,359504.39,3
07935856,12,424942.34,3
01991641,12,559251.06,3
02991233,12,1213760.1,3
23670011,12,160892.34,3
22931589,12,290208.92,3
02002245,12,407334.53,3
04021942,12,874595.64,3
02002358,12,683378.05,3
34753282,12,1611513.81,3
01991544,12,1033083.29,3
02002558,12,300948.01,3
08991547,12,223232.46,3
01991037,12,10714912.8,3
08883714,12,87689.18,3
02991330,12,359184.27,3
03991495,12,63954.31,3
01991328,12,1188397.69,3
09991053,12,128383.03,3
09991128,12,919743.32,3
26475218,12,232771.26,3
04991486,12,338941.63,3
00991628,12,120769.11,3
04002540,12,226303.01,3
07991421,12,963603.45,3
01002966,12,1336166.45,3
02891942,12,239009.98,3
01891376,12,242023.27,3
08002440,12,216121.04,3
00991370,12,309090.79,3
08991536,12,397196.77,3
03991678,12,518020.28,3
03002009,12,482697.08,3
05772144,12,4453617.44,3
05945630,12,287351.51,3
01945622,12,1430441.96,3
03002203,12,224046.05,3
10824609,12,936398.81,3
02991773,12,279191.79,3
07945786,12,4439825.12,3
05991294,12,194809.29,3
09991064,12,448544.97,3
07772051,12,399195.23,3
06991792,12,220203.83,3
04002853,12,601661.13,3
05891463,12,638373.24,3
05891829,12,6123584.77,3
03891362,12,878418.93,3
09002658,12,746348.02,3
06991252,12,118970.03,3
01891563,12,1016392.92,3
07991287,12,328501.08,3
04891212,12,2112145.99,3
03891060,12,1690394.34,3
21940887,12,429661.47,3
06991144,12,219001.15,3
03991526,12,291327.93,3
29670832,12,582574.9,3
24955965,12,2602365.98,3
03891697,12,1390041.76,3
04891935,12,247999.06,3
09991668,12,1214841.41,3
07002762,12,321594.99,3
08891630,12,361192.03,3
00002856,12,514883.33,3
21131627,12,176944.45,3
00891863,12,1352480.65,3
07991395,12,210427.76,3
09891398,12,318171.41,3
01002340,12,126648.91,3
09991225,12,203235.91,3
07891963,12,4355007.39,3
43380754,12,397727.65,3
05991692,12,89188.13,3
06002339,12,124680.99,3
01991835,12,507269.5,3
04991994,12,188940.42,3
07991093,12,590369.69,3
06991393,12,84566.49,3
08991633,12,126186.76,3
25320520,12,661789.83,3
18829023,12,367215.27,3
03002904,12,781574.16,3
07002643,12,175406.58,3
41480140,12,279006.0,3
20042332,12,399958.82,3
05891959,12,591227.77,3
26670050,12,88175.44,3
24670143,12,324070.2,3
00991811,12,95340.19,3
09991419,12,217272.69,3
26421608,12,253669.04,3
08991494,12,133098.34,3
03991196,12,699422.85,3
02002439,12,195345.07,3
04002809,12,314237.42,3
07002956,12,439073.27,3
06002458,12,330970.46,3
39893454,12,973019.78,3
03991019,12,193556.53,3
00991293,12,114482.31,3
00991844,12,627680.45,3
04991292,12,416857.18,3
04991129,12,244163.14,3
02991493,12,885781.93,3
00002554,12,303281.25,3
09991829,12,99070.05,3
01991242,12,257290.01,3
02991826,12,1323076.73,3
31188571,12,375564.49,3
06991889,12,1843763.32,3
02991288,12,254714.57,3
06002145,12,36593.47,3
05991519,12,316755.41,3
00002305,12,95741.29,3
01002944,12,342486.23,3
03991116,12,88930.13,3
01845910,12,157524.86,3
03991592,12,236508.0,3
04991065,12,168392.14,3
20036386,12,579638.33,3
01991533,12,490918.88,3
48290691,12,2434070.72,3
04991852,12,176734.15,3
03991088,12,599196.41,3
32560973,12,328122.32,3
13463380,12,1213839.2,3
03991828,12,190153.44,3
06002112,12,495499.0,3
36649490,12,374405.4,3
26864877,12,783436.56,3
29630964,12,377646.67,3
00991586,12,338530.69,3
08991289,12,147045.75,3
07991016,12,86745.69,3
00991941,12,321352.18,3
08991417,12,109896.4,3
36371336,12,110562.83,3
09954744,12,81488.36,3
47401351,12,569410.73,3
07991686,12,821343.18,3
05055037,12,4349014.57,3
22462380,12,200548.42,3
11804667,12,376429.64,3
04991551,12,426773.88,3
08002731,12,466715.49,3
44511115,12,162542.79,3
49131788,12,1036380.42,3
02002483,12,2006264.12,3
02891036,12,274143.91,3
05991033,12,3317878.69,3
01002005,12,61884.43,3
09002852,12,144024.17,3
48571382,12,212118.83,3
06991091,12,7144698.34,3
43741778,12,437611.43,3
25862991,12,1281196.76,3
48371060,12,137985.65,3
09002938,12,281304.66,3
08991849,12,237977.71,3
41132508,12,143075.87,3
02002450,12,161198.69,3
20670135,12,123319.39,3
40852781,12,223764.4,3
08945486,12,418060.79,3
46342657,12,320728.29,3
47712705,12,485989.48,3
21094772,12,78068.97,3
47852826,12,901623.4,3
41591159,12,150306.88,3
44372892,12,68208.82,3
35134756,12,1004617.51,3
47952341,12,352269.62,3
35477979,12,1469190.2,3
05991508,12,2434369.89,3
30977835,12,478213.81,3
02991604,12,731509.63,3
47772192,12,133974.29,3
44872186,12,2786061.99,3
46872391,12,1799781.0,3
07002222,12,769405.49,3
07002940,12,255422.2,3
41042699,12,210333.03,3
47792244,12,240277.23,3
06991285,12,9684436.47,3
07991728,12,812746.74,3
28752892,12,85569.93,3
03891836,12,610959.1,3
00002241,12,1843630.52,3
43223017,12,1458247.41,3
45362213,12,542975.53,3
